,start_date,content
63,1987-08-18,mr chairman forecast pretti_much agreement staff_forecast strengthen outlook nation_economi rest year go next_year_think rate expans sustain subject littl hard realli believ given go particular part countri see littl improv certainli lag rest countri anecdot statist can kind show work trough recoveri extent fragil much continu downturn last_coupl_year refer energi littl improv certainli term percept littl improv construct build road public construct sort thing manufactur look pretti_good agricultur continu cropland valu declin yet cours came year midwest particular cours everybodi read condit financi institut concern hear primarili peopl mid size small_busi concern go credit without credit go abl grow expand creat job someth hear bank will abl lend cutoff credit occur much end
65,1987-08-18,lot banker loan_demand small mid size businessmen demand bank will risk think_probabl somewher bank see kind demand loan will
118,1987-08-18,mr chairman favor altern favor basic chang current polici guess total convinc economi go quit_strong perhap other believ question inflat problem point grant determin realiz problem pretti far road certain amount anticip desir given fact interv meet meet pretti short compar interv need polici shift convinc stick altern million borrow assumpt rather symmetr though sentenc allow littl tighten desk becom necessari
317,1987-09-22,mr chairman guess somebodi turn someth quit posit hear guess fall lot eleventh_district character economi eleventh_district somewhat sluggish littl fragil although tent sign improv busi around district serv nation intern market seem say see improv primarili electron livestock chemic defens littl optim busi serv local area region though busi remain flat realli sign improv obvious correl attitud sentiment relat oil_price oil import region improv increas oil rig count addit activ go optim littl activ relat busi construct relat manufactur grow agricultur stabil cotton livestock farm fairli retail_sale remain fairli flat continu worri somewhat condit financi institut pick newspap will find report foreclosur bankruptci continu last_week austin realli bright spot last_sever_year texa post foreclosur fairli major hotel offic complex pretti foreclosur post houston fairli known good project mean foreclosur will actual occur post part renegoti nevertheless upset saw report last_week dalla lost job last_year seem aw kind report hear though hope comeback trail oil_price hold think will think bottom commerci_real_estat problem think_probabl go worri year possibl can work nation pictur possibl somewhat influenc eleventh_district come look rest year littl greenbook time although move forecast slightli come far board_staff greenbook term_rate know particularli use insight except evid concern inflat seem quit deep among peopl_talk certainli district realli problem
352,1987-09-22,polici prescript squar
507,1987-11-03,mr chairman uncertainti certainli prevail look might appropri forecast realli much basi argument staff_forecast forecast come full point judgment obvious far effect district_economi initi reaction probabl whatev effect like littl eleventh_district rest countri simpli much farther behind rest countri sign sluggish growth district think situat continu extrem fragil real_estat problem keep come pervas cloud psycholog earn report gone financi institut ad provis loan loss trigger real_estat damper cautiou optim tri express coupl meet seem abat somewhat sure can cautious optimist right
595,1987-11-03,mr chairman right along everyon els favor percent fund_rate guess describ go discuss descript put problem borrow number think million guess becom whatev becom given fund_rate look languag favor variant think say can go import cours will releas six_week road misinterpret seem go market mayb statement releas earlier call thought appropri thing side rule symmetr_languag alway appeal
793,1987-12-15,mr chairman far nation_economi certainli agre mike_prell present district see slight improv think cours littl improv grow slower pace part countri consider improv manufactur employ fact keep pace nation statist regard possibl drop price oil great amount damag district term oil explor primarili plan done assum oil_price implic explor term revenu state subsidiari effect along peso reevalu probabl somewhat neutral event diversif along border much relianc retail side affect retail_sale neg improv myceladora twin plant concept turn somewhat wash feel pretti_good agricultur consider better year energi far held construct think level grant energi bottom noth go deterior indic manufactur plu servic remain fairli although improv servic forecast realli bright pictur think hope asid situat financi institut bottom improv come along
940,1987-12-15,option begin movement seem appropri altern probabl million borrow assumpt assum adjust adjust interim meet symmetr_languag
942,1987-12-15,
1187,1988-02-09,mr chairman_think eleventh_district way mirror nation_economi although plane lower plane nation_economi littl improv although think uncertainti remain anyth increas littl employ gain continu slightli nation rate construct sector remain weakest sector realli surpris exampl whole state texa permit issu apart unit pretti_much next noth
1189,1988-02-09,manufactur continu show_sign improv mostli relat lower dollar cours construct relat energi relat manufactur except think princip vulner nation recess possibl lower energi_price anecdot regard percept attitud think_import certainli margin term go concern condit financi institut remain somewhat drag busi_peopl visit small_busi advisori group concern feel financi institut posit meet credit need drag term credit need move along think way busi_peopl optimist timid financi peopl loan real concern question talk banker cours will tell good loan loan_demand southwest plan read feder home loan bank tri someth save loan troubl larg portion texa think greet mix view guess come point_think plan someth happen oppos talk talk save loan peopl investor propos pend tri becom involv extrem difficult anyth happen fact think seem pretti heavi overlay polit get washington level respect get restructur done think sooner much better later mix view restructur plan work will reduc effect premium cost fund hurt save loan certainli bank think hope will help certainli will hurt real_estat report read visit chairman save loan associ judgment billion realli troubl real_estat texa realli face person view
1191,1988-02-09,texa lot bigger use speaker book valu right
1193,1988-02-09,lot know ago forgiv individu told institut own apart reassess loan portfolio get readi know speaker build permit
1257,1988-02-09,don read write altern accommod discount_rate reduct question technic altern accommod discount_rate reduct
1333,1988-02-09,mr chairman short_term favor altern million borrow assumpt understand interpret don explain longer_term prefer remain altern ii specifi percent accept percent major seem maintain percent top side repres downward move half point rang indic continu concern inflat throw half point top effect knock full point might judgment littl overkil show determin
1526,1988-03-29,mr chairman nation_economi line pretti greenbook_forecast felt last_sever_month nation_level fairli good perform look district level guess particularli texa bright spot can find manufactur see improv employ manufactur area great greater part countri cours servic industri relat good can overal unemploy_rate texa exampl percent consider nation rate agricultur good year hope will think drought condit might develop caus wonder slightli obvious major thing go bank financi_condit understand will later detail heavi overhang term attitud willing ventur certainli concern abil obtain financ financi institut local area real_estat situat obvious contribut significantli problem short_term solut go term oppos immedi far go happen texa think go close race abil local financi institut busi improv balanc_sheet littl sounder foot onset downturn_nation_economi point encount downturn abl posit littl_better go bigger problem alreadi
1595,1988-06-29,mr chairman eleventh_district great_deal chang think report improv eleventh_district econom pictur last half last_year seem flatten last_sever_month statist say littl confus though talk busi_peopl around district probabl hear optim bank real_estat heard last_coupl_year_think expect pretti houston area expect statist becom consist throughout rest district look district tri project ahead think possibl pois resum upward movement portion mexico louisiana show growth think state whole growth_realli guffey bob forrest part state manufactur level get improv last_year fairli earli year seem peak bit energi stabl consider job loss retail trade financi servic cours construct remain weakest sector littl neg impact drought anyth compar happen part countri dri spot although judg report earlier week dri spot district pretti_good rain pretti_good rain miss kind even drought though pretti_much regular featur peopl know handl prepar expect mayb quit expos meet group invest banker nonbank lender last_week confirm hear otherwis statist show realli littl lend small medium size busi think capit shortag like impedi continu weak recoveri matter concern wage realli insight mr chairman fact someth hear discuss much job secur hope tri littl job_growth hear oppos convers pressur move wage nation pictur pretti close board_staff
1705,1988-06-29,stay altern iii
1897,1988-06-29,prescript
2061,1988-08-16,mr chairman will start eleventh_district good_news earli percept happen texa economi eleventh_district gener improv somewhat think begin evid show statist growth district last half last_year kind plateau stall half_year_think see renew resum growth district reflect employ number primarili center texa categori see much improv cours remain construct side financ insur real_estat remain weak fairli good rain district although somewhat spotti feel rain amelior drought effect inform get banker around district major threat time repay agricultur loan district somewhat nervou guess oil_price declin obvious will neg much adjust lower oil_price effect earlier declin given fact economi seem much close link nation_economi given fairli good forecast nation_economi feel will continu pull will posit attitudin far financi situat concern think great_deal relief approach resolut republ situat receiv good press receiv remain specul last big will kind relief
2277,1988-08-16,mr chairman million borrow assumpt asymmetr_languag think next move will placement aggreg rather ambival present time tighten posit lean toward move littl restrict must confess littl discomfort share concern governor lawar point given situat southwest guess bulk thrift problem center thing littl uncomfort rate_move credit becom littl restrict full implic go think go fairli difficult can monetari_polici nation polici fulli support direct
2394,1988-09-20,mr chairman will lead far eleventh_district_economi concern look happen might happen energi past_year show littl bit improv turn neutral factor far outlook economi gener overal mood peopl_talk recent littl posit although difficult point specif show someth happen sustain price oil rang probabl indic growth district_economi wherea current forecast sluggish growth someth around percent next_year get report substanti capit_invest plan petrochem particularli houston upper gulf coast area cours benefit lower price oil fortun last_sever day miss rather devast effect hurrican gilbert although tornado damag anyth close anticip real_estat area continu cours biggest drag real oppos anecdot comment year_ago bank properti apprais connect studi apprais came valu excess million coupl director particularli chairman real_estat busi felt low properti reapprais connect studi profession independ apprais group time tell properti worth million know someth els
2397,1988-09-20,special factor key place statement will anyway say build total use term use
2399,1988-09-20,thought signific grant special circumst nevertheless better appreci commerci bank deal apprais reapprais believ anybodi know real_estat worth
2401,1988-09-20,
2494,1988-09-20,express agreement
2602,1988-11-01,eleventh_district mr chairman thing pretti_much continu modest growth manufactur lead improv unemploy_rate state move downward texa make progress compar nation rate close gap texa got unemploy percent mexico percent louisiana percent lower oil_price real sourc concern undermin modest recoveri experienc think declin probabl caus look zero growth compar percent rate_growth forecast last_sever_month sourc concern includ notic slowdown order electron industri continu pocket foreign side tend drought relat cours continu worri tri deal financi situa tion district thrift side bank side
2694,1988-11-01,agre polici prescript mr chairman
2806,1988-12-13,
2808,1988-12-13,thing price oil figur say look increas_price barrel recent meet guess look declin seem energi fairli signific factor inflat_outlook better outlook inflat kind come around run barrel understand seem advers effect inflat upsid misunderstand someth
2898,1988-12-13,mr chairman eleventh_district think begin tier economi emerg think littl optim past outsid real_estat construct bank sector particip reason strong recoveri cours energi swing factor appar stabil energi_price lesser likelihood precipit declin bode part countri although inflat_side peopl might wonder littl dichotomi kind show manufactur industri relat foreign trade activ relat energi construct agricultur side livestock produc go squeez somewhat_higher drought relat feed cost yet farmer cash crop pretti think employ_growth district state percent last_year consider better declin perceptionwis anecdot attitudin thing realli improv report earlier houston improv attitud start month_ago begin filter coast dalla area fairli visibl announc gte reloc telephon oper dalla area connecticut talk job squar feet offic space go build big campu style facil japanes firm announc go build manufactur plant talk job telecommun manufactur north dalla cours announc super collid thrill everybodi probabl will happen will fund everybodi realli happi
2900,1988-12-13,everybodi count
2902,1988-12-13,lot thing can quit bit optim given appear fairli signific texa influenc come washington arena administr
2904,1988-12-13,ye sure go mean whole lot talk good texa mayb nation side speaker suppos quiet bob
2905,1988-12-13,okay tell secret right
2907,1988-12-13,nation side pretti_much agreement staff_forecast_think obvious chanc economi will stronger forecast littl pessimist inflat_side case inclin reason alreadi express littl restraint inclin sooner rather later
3024,1988-12-13,mr chairman posit move discount_rate_think much prefer board certainli altern move pretti fast borrow
3197,1989-02-07,mr chairman eleventh_district think look louisiana portion seem louisiana continu deterior unemploy_rate_rise percent shift texa part mexico continu_improv modest slower rest nation go right direct sector basi split equal pronounc energi construct industri pretti weak manufactur servic continu_improv energi industri perform though expect price oil rang rather trade rang last_week downturn construct_activ seem center nonresidenti_construct agricultur mention concern drought guess suffer quit much last_year begin littl concern winter wheat alreadi hurt hear fairli pessimist report farm area overal manufactur continu_improv quarter last_year gain center trade sensit industri trade sensit product line improv retail_sale improv auto good overal look strengthen region_economi rel feel littl_better nation scene place realli differ mike say inflat feel certainli littl inflationari_pressur prospect staff see
3331,1989-02-07,mr chairman find usual dilemma come point given live time except coupl day seven eight week washington hard ration littl restrict littl tighter given risk might southwest seem problem pretti_much center argument think state side issu intuit favor move_toward confid though week delay littl_better read go import remain concern indic earlier meet level inflat appear fairli timid approach reduc fairli signific think support proposit
3471,1989-03-28,mr chairman realli question real disagr staff_forecast look district recent perform near_term prospect economi_continu_improv last_year_half gain dalla district concentr primarili manufactur servic recent gain energi sector contract construct seem near bottom agricultur remain bit concern primarili uncertainti drought situat reiter last six_month contact outsid bank real_estat industri sound increasingli optimist group invest merchant banker breakfast meet last_week agre texa economi louisiana weakest state begin demonstr increas strength fact repres larg compani consider capit nation intern sourc begin look upon region ripe opportun reduc competit come bank sector whole region_economi improv grow slower nation bank real_estat agricultur except pattern within district note price wage_pressur sign last_month shortag engin houston dalla overal think feel littl optimist quit time
3568,1989-03-28,favor altern suggest strongli favor asymmetr_languag think project extrem import right sure will know time next_meet paus head littl differ polici record becom public follow next_meet_think lead confus term commit inflat forefront think think send wrong signal
3628,1989-05-16,mr chairman eleventh_district_economi_continu_grow louisiana time quit time unemploy_rate slip singl digit look littl_better growth get increasingli closer nation rate part cours slow rate see sign look feder_reserv district quit outlier labor shortag specif type crop engin exampl short suppli see help want sign appear throughout dalla unemploy_rate texa citi low percent area nonetheless greatest strain center along gulf coast area houston particular lower rio grand valley problem area district bank real_estat drag littl dalla austin shreveport similar area manufactur continu_grow nation rate servic sector employ match nation growth sum mr chairman feel littl optimist area burn badli want overst come fairli low figur peopl realli feel better
3669,1989-05-16,familiar term
3897,1989-05-16,mr chairman_agre million prefer realli remain asymmetr symmetr mr syron weak money_growth troublesom forecast rebound hold true fine seem hear commit confer call next_meet give opportun slight adjust wrong lean toward asymmetr
4032,1989-07-05,mr chairman eleventh_district_economi_continu show modest improv overal much indic tenth district keep mind come low growth base econom_activ though get modest improv continu show weak construct_activ guess expect singl_famili hous area construct show improv energi sector shown littl growth last_month respons higher oil_price gain small drill relat activ depress level year_ago recent rain improv agricultur outlook year part district nonetheless expect farm incom littl last_year see continu gain manufactur_sector nondur good show greatest strength outlook area best guardedli optimist cut defens spend slow overal demand nation inabl expand output chemic petro chemic paper combin restrain prospect growth come_month order growth_slow sever industri retail_sale includ auto continu show year_year gain houston continu kind shine exampl consider chang coupl_year_ago price wage_pressur remain nation_averag regard glad report financi side quarter district bank broke time year nonperform loan charg off continu move right direct part statist illus loan recapit bank fdic think bank sector sever quarter away support busi expans notic detect real inventori problem district respect nation_outlook greenbook_forecast present reason pictur go face
4215,1989-07-05,concur
4474,1989-08-22,mr chairman district_economi_continu underperform nation estim third half improv though primarili slowdown growth nation_level region level geograph mix growth seem littl differ texa appear grow slowli either louisiana mexico within texa houston cours continu bright spot recent listen anecdot_inform come houston mood total differ larg develop home build quit refresh worri drainag ditch oppos type drainag district manufactur_activ remain_strongest sector employ grow area declin nation textil apparel plastic rubber wood product particularli durabl_good product sluggish electron compon particularli soft transport equip bit concern standpoint gm plant arlington texa go wonder gm truck assembl plant shreveport bell helicopt remain somewhat doubt cours bomber gener dynam ltv concern construct remain softest sector show_sign bottom agricultur hurt moistur condit either much littl moistur sluggish growth continu low base outsid houston border town rio grand valley littl sens optim cours financi scene major bank hold compani problem address variou fashion someth good alway come someth bad opportun widen acquaintanceship consider spent lot time meet folk cleveland district york richmond san francisco
4477,1989-08-22,nation_economi basic great_deal differ forecast differ reason hard time quit optimist nation pictur guess go err probabl go quit_strong perform project cours inflat_side worrisom inde signific improv next_year_half inflat front
4541,1989-08-22,stay symmetr although opinion chang toward_eas convinc want direct point
4643,1989-10-03,mr chairman nation pictur view pretti along_line greenbook find anyth seriou disagr sever other point forecast_inflat run remain_quit troublesom certainli look district difficult come adject character go optimist modest growth pessimist turn sluggish know will tri describ element strength manufactur gain slow slowdown electron seem line expect petrochem inventori build price soft result sever plant expans either delay cancel retail_sale shown modest improv except auto_sale stronger show declin area weakest sector energi construct begun show small gain residenti_construct continu weak agricultur cattl crop statist data continu show modest growth rather extens discuss last_coupl week variou businessmen other district attitud chang houston growth seem level southern texa particularli strong area character situat think economi either stall shortli head stall
4645,1989-10-03,factor speaker
4650,1989-10-03,consider differ
4766,1989-10-03,favor altern prefer symmetr_languag
4846,1989-11-14,mr chairman eleventh_district much report think fair expans littl slow privat nonfarm farm incom basic unchang texa index lead indic fallen consecut month declin moder suggest continu weak growth rather recess declin led durabl_good manufactur nondur good manufactur hold littl_better servic strong_growth busi servic especi strong construct sector appear bottom final guess best word hear around houston gulf coast area although word quit good hear sever_month_ago
4924,1989-11-14,mr chairman_agre altern fairli strong prefer symmetr_languag agre alreadi express view inflat_forecast_greenbook show much progress grant risk_side economi hand sure opportun effect flow done term eas last_month guess hope will keep slip recess think bad mistak realli keep inflat fairli import
5046,1989-12-18,mr chairman respect nation pictur concur greenbook_project weaker econom_growth combin stubborn inflationari_pressur look district eleventh_district_economi seem weaken recent_month relat rate_growth earlier_year relat declin rate nation_economi overal district growth posit bare percept within dalla district mexico grow faster nation texa grow half nation rate louisiana declin absolut interest econom perform district almost complet revers area strength weak economi present time versu year_ago durabl_good manufactur declin sector economi led modest recoveri year_ago nondur manufactur hold quit chemic rubber product plastic apparel show employ gain percent energi sector stabil influenc district_economi rig count energi employ expect contribut slightli growth near futur construct declin absolut past sever_year stabil shown littl growth past sever_month strength construct figur domin construct chemic plant pickup multifamili residenti_construct market occup rate rent firm overal district agricultur anticip farmer net cash receipt will percent last_year level growth servic sector slow consider outsid govern job short dalla district_economi shown spread sign weak recent busi_confid outsid houston area revert low_level year_ago
5161,1989-12-18,concur formul mr chairman thing strike know will hang togeth almost sens tactic speak modest move recommend right probabl put better posit resist stronger move later show respons judgment road realli time move think better posit resist point
5163,1989-12-18,okay
5371,1990-02-06,mr chairman bit unusu posit optimist greenbook concern develop real side economi real_growth_year come percent know mean consider inflationari_pressur pessimist inflat_outlook district_economi improv recent actual greater extent anticip thought weak nation_economi depress growth district surpris happen seem show underli strength employ gain exceed nation rate last_month data avail sustain although anecdot_evid suggest attitud regard shown improv agricultur reel freez lower rio grand valley realli devast citru damag think greater florida although insur will help tide grower cover damag retail sector robust reason good year_year year gain nation retail show much better gain district rest nation manufactur much littl concern anticip layoff defens relat area construct seem stabil talk sign liquid come told houston improv certainli real_estat probabl move told raw land actual sell dalla fort worth area primarili residenti develop energi situat pretti stabl possibl improv will sum say district overal outlook improv cannot resist say listen friend dick syron
5373,1990-02-06,rememb sever_year_ago gave compar report good friend ed boehn lean across tabl boykin texa problem mayb northeast problem
5464,1990-02-06,mr chairman come somewher matter fact recogn concern express financi fragil experienc credit ration experienc grant player sure chang
5468,1990-02-06,view right obvious outlier side probabl littl strength economi consensu feel given quit optimist inflat staff place somewhat dilemma wait confirm go obvious alway late tri figur kind situat guess altern appropri start talk direct certainli somewhat nuanc inclin asymmetr side greater restraint
5605,1990-03-27,mr chairman economi dalla district_continu mend slowli sure econom_condit show mix sign improv final louisiana abl reflect slightli better condit regard improv see pretti_much across board extent gain highli variabl energi construct continu show modest improv rig count texa shown signific gain lot attribut horizont drill go manufactur pictur somewhat mix construct side gain possibl littl tenuou construct valu fallen late hand appear correct relat potenti overexpans petro chemic capac along gulf coast weakest sector economi agricultur continu hurt drought weather relat condit call credit_crunch issu hear anecdot_evid differ heard quit time respect small_busi given district hear quit time littl broader issu ration realli go seem primarili relat real_estat concern question slight chang interest_rate realli address particular problem nation pictur feel pretti_good staff current forecast seem littl line think issu associ express concern term prospect inflat_think mayb someth done
5671,1990-03-27,mr chairman lean somewher certainli will accept argument possibl effect might foreign_exchang_rate case though feel pretti strongli go asymmetr_direct pretti speech seem posit later event call actual upward movement fed_fund_rate becam necessari move delay come next_meet seem tend minim bit surpris element seem matter concern later inform indic economi factor anticip polici actual chang intermeet_period market abl read follow next_meet noth happen tell pretti quickli signific risk go asymmetr think lot good argument go
5747,1990-05-15,mr chairman often anecdot statist inform seem point direct case time year begin match contrast previou report give district perform mark strong weak sector improv broadli base district manufactur continu outperform nation increas manufactur employ fourth_quarter_quarter declin nation wholesal retail trade district employ increas percent rate quarter employ servic sector grow healthi rate particularli strong gain area financ insur real_estat energi sector field activ continu_improv term outlook consider optim continu_improv district construct_activ strong recent though like slow current pace nearli percent recent rain improv outlook agricultur except cours area sever flood sure news bottom line appear come call great recess district improv growth seem widespread think becom quit evid economi much diversifi inclin conclud get away histor boom bust type activ disappoint wait next boom gone bust inclin think longer_term go much healthi situat econom respect nation pictur substanti agreement forecast mike
5848,1990-05-15,mr chairman obvious uncertain today past coupl meet support altern fairli strong prefer asymmetr_languag prescript narr polici record reflect inflat concern sort thing okay talk credibl send signal bring lot nuanc subtleti seem think asymmetr_direct give credibl verbiag polici record reason think opportun strengthen credibl inflat effort
5983,1990-07-02,mr chairman nation pictur view differ staff_forecast slightli strength rest year quit share friend bob black other optim inflat continu remain littl pessimist respect district econom recoveri continu strength seem diminish last_month meet spoke time year recoveri eleventh_district time final spread across sector geograph region district definit slowdown occur recent probabl respons slower_growth nation manufactur industri perform nation actual slow modest employ_growth gain concentr chemic energi relat manufactur electron equip apparel paper sever sector held manufactur strength slip recent defens contractor cours cut heavili spite lower energi_price drill activ continu increas significantli lead indic suggest continu sever_month come retail_sale soften construct contract declin disturb notic slowdown servic relat sector area persist strong_growth recent_month period mark weakest growth group industri exhibit recoveri began year_ago spite say strang reason busi sentiment seem improv littl late perhap steadi slow_growth stabl predict environ final come view prefer uncertain stop environ nonetheless talk credit shortag talk real_estat smallest firm becom widespread keep report balanc guess director probabl quit optimist
6060,1990-07-02,mr chairman favor altern come meet felt symmetr_languag prefer explan gave caus accept asymmetr_languag want agre percent governor angel share lot sympathi let prematur know next week week half go show slight uneasi sens almost preordain go downward move shortli necessari call cannot read accept asymmetri
6192,1990-08-21,mr chairman seem case nation whole econom_condit region show_sign slow special factor keep overal growth number posit fairli strong employ gain quarter_year state district experienc employ loss quarter strong_growth govern job manufactur employ grow slightli condit nation deterior last_month manufactur employ declin state weak concentr transport equip mainli defens relat apparel electr equip employ gain experienc chemic petroleum refin expect slow industri higher_price energi relat input employ servic sector extrem weak outsid govern employ govern employ gain govern entiti relat feder censu worker privat servic main area strength transport public util will advers impact higher energi_price area higher energi_price help district_economi drill activ posit respons occur will lag time inflat adjust oil_price half peak level reach rig count highli correl real oil_price almost half drill activ dalla district natur ga ga price catch oil_price third driller convinc higher energi_price will persist sever_year lastli everyth price side fell place bob forrest found simpli capac increas drill activ half capac exit industri last_year local tv reinstitut rough neck school west texa teach peopl drill oil well somebodi littl optim short_run neg effect higher energi_price district will predomin posit effect might add weak pictur retail_sale exist late help somewhat sharp boost royalti partnership incom proport oil_price follow iraqi invas kuwait round beigebook contact result anecdot_evid shift outlook slow steadi growth great uncertainti focu agricultur shift littl much moistur market uncertainti environ respect nation pictur realli view consid differ greenbook_forecast
6277,1990-08-21,mr chairman fulli support posit
6399,1990-10-02,mr chairman economi dalla district seem reflect nation trend overal slightli better nation pictur quit mix virtual segment region_economi_grow slowli earlier_year higher energi_price help fewer peopl hurt peopl district case year_ago net impact certain residenti_construct_activ shown modest pickup extrem depress level last_sever_year nonresidenti_construct flatter except houston area retail_sale shown slim gain recent_month refin petro chemic busi held rel late area manufactur somewhat weak meet advisori_council small_busi agricultur week_ago agricultur condit seem improv certainli recent_week outsid issu credit avail incident issu economi consider better past sever_year meet group look nation_economi real disagr staff greenbook_forecast intuit wonder third_quarter will quit_strong indic great quarrel evid head cumul downturn matter fact look mike forecast_think outcom bad result actual accomplish seem assumpt steadi monetari_polici accomplish result spite uncertainti concern tend pay bit attent inflat pictur rather possibl economi slip far
6594,1990-10-02,mr chairman much support_recommend difficulti guess greenbook_forecast look littl realist other afraid might lose sight inflat situat concern time prematur sever week move seem last point_move tie credit situat confess fulli understand will discuss lunch reserv requir chang address seem nod direct nod want wait longer let econom data come contempl favor
6725,1990-11-13,mr chairman realli much except staff_forecast quarter next_year wonder littl other bounceback growth quarter thereaft inflat_side hope turn forecast guess slightli optim regard far develop dalla district seem condit averag reflect set weak affect rest countri higher oil_price suppos improv matter texa louisiana mexico far see benefit exampl neither drill activ employ oil ga industri increas significantli manufactur employ construct slightli employ_growth stall privat produc sector agricultur incom lower expect increas fuel cost govern robust sector bit neg uncertainti major factor seem depress econom_activ district volatil oil market leav oil ga produc uncertain futur price oil therefor cautiou expans addit seem heighten uncertainti health nation_economi interest_rate tax load possibl war middl east factor seem lead consum postpon purchas particularli purchas real_estat durabl_good within district growth pattern uneven mexico show strongest growth state shown actual declin employ econom measur louisiana laggard recoveri southwest show steadi growth improv texa particularli last_month seem slow almost standstil joint meet last_week board director comment meet certainli confirm statist say littl optim express meet short near_term outlook pessimist side look can expect improv higher oil_price sustain
6812,1990-11-13,concur mr chairman feel littl sentiment tom melzer express
6855,1990-12-18,mr chairman best can dalla district pretti flat statist evid say confirm board director meet last thursday anecdot_inform get late increasingli difficult find segment district_economi contact mention either mild declin slight gain manufactur_activ weak particularli electron defens relat industri construct_activ pick slightli pickup repres complet major petro chemic project begun year_ago retail tell christma season slow merchandis move except post christma type discount overal outlook district_economi littl growth next_month respect nation pictur certainli issu mike forecast particularli ad somewher along_line risk certainli side
7008,1990-12-18,support_recommend mr chairman hope discount_rate cut comment hope exercis consider discret go intermeet_period unless someth unusu happen
