speaker,date,speaker_id,votingmember,ambdiss,tighterdiss,easierdiss
angell,1988-01-05,id_0,1,0,0,0
stern,1988-01-05,id_55,1,0,0,0
keehn,1988-01-05,id_27,1,0,0,0
kelley,1988-01-05,id_28,1,0,0,0
boehne,1988-01-05,id_5,1,0,0,0
heller,1988-01-05,id_21,1,0,0,0
boykin,1988-01-05,id_6,1,0,0,0
greenspan,1988-01-05,id_18,1,0,0,0
seger,1988-01-05,id_54,1,1,0,0
johnson,1988-01-05,id_25,1,0,0,0
corrigan,1988-01-05,id_8,1,0,0,0
kelley,1988-02-10,id_28,1,0,0,0
boehne,1988-02-10,id_5,1,0,0,0
stern,1988-02-10,id_55,1,0,0,0
johnson,1988-02-10,id_25,1,0,0,0
keehn,1988-02-10,id_27,1,0,0,0
seger,1988-02-10,id_54,1,0,0,0
boykin,1988-02-10,id_6,1,0,0,0
heller,1988-02-10,id_21,1,0,0,0
corrigan,1988-02-10,id_8,1,0,0,0
angell,1988-02-10,id_0,1,0,0,0
greenspan,1988-02-10,id_18,1,0,0,0
angell,1988-03-29,id_0,1,0,0,0
forrestal,1988-03-29,id_15,1,0,0,0
hoskins,1988-03-29,id_24,1,0,0,0
johnson,1988-03-29,id_25,1,0,0,0
parry,1988-03-29,id_45,1,0,0,0
seger,1988-03-29,id_54,1,0,0,1
black,1988-03-29,id_3,1,0,0,0
corrigan,1988-03-29,id_8,1,0,0,0
greenspan,1988-03-29,id_18,1,0,0,0
kelley,1988-03-29,id_28,1,0,0,0
heller,1988-03-29,id_21,1,0,0,0
parry,1988-05-17,id_45,1,0,1,0
corrigan,1988-05-17,id_8,1,0,0,0
hoskins,1988-05-17,id_24,1,0,1,0
forrestal,1988-05-17,id_15,1,0,0,0
johnson,1988-05-17,id_25,1,0,0,0
seger,1988-05-17,id_54,1,0,0,0
kelley,1988-05-17,id_28,1,0,0,0
black,1988-05-17,id_3,1,0,0,0
greenspan,1988-05-17,id_18,1,0,0,0
heller,1988-05-17,id_21,1,0,0,0
angell,1988-05-17,id_0,1,0,0,0
parry,1988-06-30,id_45,1,0,0,0
seger,1988-06-30,id_54,1,0,0,1
black,1988-06-30,id_3,1,0,0,0
johnson,1988-06-30,id_25,1,0,0,0
forrestal,1988-06-30,id_15,1,0,0,0
hoskins,1988-06-30,id_24,1,0,0,0
greenspan,1988-06-30,id_18,1,0,0,0
heller,1988-06-30,id_21,1,0,0,0
angell,1988-06-30,id_0,1,0,0,1
kelley,1988-06-30,id_28,1,0,0,1
corrigan,1988-06-30,id_8,1,0,0,0
seger,1988-08-16,id_54,1,0,0,0
parry,1988-08-16,id_45,1,0,0,0
forrestal,1988-08-16,id_15,1,0,0,0
black,1988-08-16,id_3,1,0,0,0
johnson,1988-08-16,id_25,1,0,0,0
greenspan,1988-08-16,id_18,1,0,0,0
laware,1988-08-16,id_31,1,0,0,0
hoskins,1988-08-16,id_24,1,0,1,0
angell,1988-08-16,id_0,1,0,0,0
corrigan,1988-08-16,id_8,1,0,0,0
heller,1988-08-16,id_21,1,0,0,0
laware,1988-09-20,id_31,1,0,0,0
black,1988-09-20,id_3,1,0,0,0
hoskins,1988-09-20,id_24,1,0,0,0
seger,1988-09-20,id_54,1,0,0,0
heller,1988-09-20,id_21,1,0,0,0
kelley,1988-09-20,id_28,1,0,0,0
johnson,1988-09-20,id_25,1,0,0,0
forrestal,1988-09-20,id_15,1,0,0,0
corrigan,1988-09-20,id_8,1,0,0,0
parry,1988-09-20,id_45,1,0,0,0
angell,1988-09-20,id_0,1,0,0,0
greenspan,1988-09-20,id_18,1,0,0,0
seger,1988-11-01,id_54,1,1,0,0
black,1988-11-01,id_3,1,0,0,0
forrestal,1988-11-01,id_15,1,0,0,0
corrigan,1988-11-01,id_8,1,0,0,0
angell,1988-11-01,id_0,1,0,0,0
greenspan,1988-11-01,id_18,1,0,0,0
laware,1988-11-01,id_31,1,0,0,0
parry,1988-11-01,id_45,1,0,0,0
kelley,1988-11-01,id_28,1,0,0,0
hoskins,1988-11-01,id_24,1,0,0,0
heller,1988-11-01,id_21,1,0,0,0
johnson,1988-11-01,id_25,1,0,0,0
black,1988-12-14,id_3,1,0,0,0
johnson,1988-12-14,id_25,1,0,0,0
laware,1988-12-14,id_31,1,0,0,0
forrestal,1988-12-14,id_15,1,0,0,0
corrigan,1988-12-14,id_8,1,0,0,0
seger,1988-12-14,id_54,1,0,0,1
greenspan,1988-12-14,id_18,1,0,0,0
kelley,1988-12-14,id_28,1,0,0,0
parry,1988-12-14,id_45,1,0,0,0
angell,1988-12-14,id_0,1,0,0,0
hoskins,1988-12-14,id_24,1,0,0,0
heller,1988-12-14,id_21,1,0,0,0
angell,1989-02-08,id_0,1,0,0,0
johnson,1989-02-08,id_25,1,0,0,0
forrestal,1989-02-08,id_15,1,0,0,0
heller,1989-02-08,id_21,1,0,0,0
kelley,1989-02-08,id_28,1,0,0,0
greenspan,1989-02-08,id_18,1,0,0,0
hoskins,1989-02-08,id_24,1,0,1,0
parry,1989-02-08,id_45,1,0,1,0
seger,1989-02-08,id_54,1,0,0,0
laware,1989-02-08,id_31,1,0,0,0
corrigan,1989-02-08,id_8,1,0,0,0
black,1989-02-08,id_3,1,0,0,0
kelley,1989-03-28,id_28,1,0,0,0
angell,1989-03-28,id_0,1,0,0,0
syron,1989-03-28,id_56,1,0,0,0
johnson,1989-03-28,id_25,1,0,0,0
greenspan,1989-03-28,id_18,1,0,0,0
seger,1989-03-28,id_54,1,0,0,1
laware,1989-03-28,id_31,1,0,0,0
melzer,1989-03-28,id_37,1,0,0,0
corrigan,1989-03-28,id_8,1,0,0,0
keehn,1989-03-28,id_27,1,0,0,0
guffey,1989-03-28,id_19,1,0,0,0
heller,1989-03-28,id_21,1,0,0,0
keehn,1989-05-16,id_27,1,0,0,0
angell,1989-05-16,id_0,1,0,0,0
kelley,1989-05-16,id_28,1,0,0,0
melzer,1989-05-16,id_37,1,0,0,1
laware,1989-05-16,id_31,1,0,0,0
heller,1989-05-16,id_21,1,0,0,0
johnson,1989-05-16,id_25,1,0,0,0
guffey,1989-05-16,id_19,1,0,0,0
greenspan,1989-05-16,id_18,1,0,0,0
seger,1989-05-16,id_54,1,0,0,0
syron,1989-05-16,id_56,1,0,0,0
corrigan,1989-05-16,id_8,1,0,0,0
laware,1989-07-06,id_31,1,0,0,0
greenspan,1989-07-06,id_18,1,0,0,0
keehn,1989-07-06,id_27,1,0,0,0
kelley,1989-07-06,id_28,1,0,0,0
johnson,1989-07-06,id_25,1,0,0,0
seger,1989-07-06,id_54,1,0,0,1
melzer,1989-07-06,id_37,1,0,0,0
guffey,1989-07-06,id_19,1,0,0,0
corrigan,1989-07-06,id_8,1,0,0,0
angell,1989-07-06,id_0,1,0,0,0
syron,1989-07-06,id_56,1,0,0,0
guffey,1989-08-22,id_19,1,1,0,0
greenspan,1989-08-22,id_18,1,0,0,0
keehn,1989-08-22,id_27,1,0,0,0
johnson,1989-08-22,id_25,1,0,0,0
seger,1989-08-22,id_54,1,0,0,0
corrigan,1989-08-22,id_8,1,0,0,0
angell,1989-08-22,id_0,1,0,0,0
syron,1989-08-22,id_56,1,0,0,0
melzer,1989-08-22,id_37,1,0,0,0
kelley,1989-08-22,id_28,1,0,0,0
laware,1989-08-22,id_31,1,0,0,0
greenspan,1989-10-03,id_18,1,0,0,0
syron,1989-10-03,id_56,1,0,0,0
kelley,1989-10-03,id_28,1,0,0,0
angell,1989-10-03,id_0,1,0,0,0
corrigan,1989-10-03,id_8,1,0,0,0
johnson,1989-10-03,id_25,1,0,0,0
seger,1989-10-03,id_54,1,0,0,1
melzer,1989-10-03,id_37,1,0,0,0
guffey,1989-10-03,id_19,1,1,0,0
keehn,1989-10-03,id_27,1,0,0,0
laware,1989-10-03,id_31,1,0,0,0
seger,1989-11-14,id_54,1,0,0,1
guffey,1989-11-14,id_19,1,0,0,0
greenspan,1989-11-14,id_18,1,0,0,0
melzer,1989-11-14,id_37,1,0,0,0
laware,1989-11-14,id_31,1,0,0,0
angell,1989-11-14,id_0,1,0,0,0
corrigan,1989-11-14,id_8,1,0,0,0
syron,1989-11-14,id_56,1,0,0,0
johnson,1989-11-14,id_25,1,0,0,0
kelley,1989-11-14,id_28,1,0,0,0
keehn,1989-11-14,id_27,1,0,0,0
greenspan,1989-12-19,id_18,1,0,0,0
keehn,1989-12-19,id_27,1,0,0,0
laware,1989-12-19,id_31,1,0,0,0
angell,1989-12-19,id_0,1,0,1,0
melzer,1989-12-19,id_37,1,0,1,0
johnson,1989-12-19,id_25,1,0,0,0
seger,1989-12-19,id_54,1,0,0,0
syron,1989-12-19,id_56,1,0,0,0
corrigan,1989-12-19,id_8,1,0,0,0
guffey,1989-12-19,id_19,1,0,0,0
kelley,1989-12-19,id_28,1,0,0,0
angell,1990-02-07,id_0,1,0,0,0
laware,1990-02-07,id_31,1,0,0,0
corrigan,1990-02-07,id_8,1,0,0,0
boykin,1990-02-07,id_6,1,0,1,0
stern,1990-02-07,id_55,1,0,0,0
kelley,1990-02-07,id_28,1,0,0,0
hoskins,1990-02-07,id_24,1,0,1,0
seger,1990-02-07,id_54,1,0,0,1
johnson,1990-02-07,id_25,1,0,0,0
boehne,1990-02-07,id_5,1,0,0,0
greenspan,1990-02-07,id_18,1,0,0,0
stern,1990-03-27,id_55,1,0,0,0
corrigan,1990-03-27,id_8,1,0,0,0
angell,1990-03-27,id_0,1,0,0,0
laware,1990-03-27,id_31,1,0,0,0
johnson,1990-03-27,id_25,1,0,0,0
seger,1990-03-27,id_54,1,0,0,0
hoskins,1990-03-27,id_24,1,0,1,0
kelley,1990-03-27,id_28,1,0,0,0
boykin,1990-03-27,id_6,1,0,1,0
boehne,1990-03-27,id_5,1,0,0,0
greenspan,1990-03-27,id_18,1,0,0,0
hoskins,1990-05-15,id_24,1,0,1,0
boykin,1990-05-15,id_6,1,0,0,0
laware,1990-05-15,id_31,1,0,0,0
greenspan,1990-05-15,id_18,1,0,0,0
seger,1990-05-15,id_54,1,0,0,0
angell,1990-05-15,id_0,1,0,0,0
johnson,1990-05-15,id_25,1,0,0,0
boehne,1990-05-15,id_5,1,0,0,0
corrigan,1990-05-15,id_8,1,0,0,0
stern,1990-05-15,id_55,1,0,0,0
kelley,1990-05-15,id_28,1,0,0,0
seger,1990-07-03,id_54,1,0,0,0
angell,1990-07-03,id_0,1,0,0,0
greenspan,1990-07-03,id_18,1,0,0,0
laware,1990-07-03,id_31,1,0,0,0
mullins,1990-07-03,id_42,1,0,0,0
stern,1990-07-03,id_55,1,0,0,0
hoskins,1990-07-03,id_24,1,0,0,0
boykin,1990-07-03,id_6,1,0,0,0
kelley,1990-07-03,id_28,1,0,0,0
boehne,1990-07-03,id_5,1,0,0,0
corrigan,1990-07-03,id_8,1,0,0,0
mullins,1990-08-21,id_42,1,0,0,0
angell,1990-08-21,id_0,1,0,0,0
corrigan,1990-08-21,id_8,1,0,0,0
hoskins,1990-08-21,id_24,1,0,0,0
greenspan,1990-08-21,id_18,1,0,0,0
kelley,1990-08-21,id_28,1,0,0,0
boehne,1990-08-21,id_5,1,0,0,0
stern,1990-08-21,id_55,1,0,0,0
laware,1990-08-21,id_31,1,0,0,0
boykin,1990-08-21,id_6,1,0,0,0
seger,1990-08-21,id_54,1,0,0,0
greenspan,1990-10-02,id_18,1,0,0,0
corrigan,1990-10-02,id_8,1,0,0,0
boykin,1990-10-02,id_6,1,0,1,0
stern,1990-10-02,id_55,1,0,0,0
boehne,1990-10-02,id_5,1,0,0,0
kelley,1990-10-02,id_28,1,0,0,0
angell,1990-10-02,id_0,1,0,1,0
hoskins,1990-10-02,id_24,1,0,1,0
mullins,1990-10-02,id_42,1,0,0,0
seger,1990-10-02,id_54,1,0,0,1
laware,1990-10-02,id_31,1,0,0,0
greenspan,1990-11-13,id_18,1,0,0,0
laware,1990-11-13,id_31,1,0,0,0
corrigan,1990-11-13,id_8,1,0,0,0
seger,1990-11-13,id_54,1,0,0,0
kelley,1990-11-13,id_28,1,0,0,0
hoskins,1990-11-13,id_24,1,0,0,0
stern,1990-11-13,id_55,1,0,0,0
angell,1990-11-13,id_0,1,0,0,0
boehne,1990-11-13,id_5,1,0,0,0
boykin,1990-11-13,id_6,1,0,0,0
mullins,1990-11-13,id_42,1,0,0,0
angell,1990-12-18,id_0,1,0,0,0
boehne,1990-12-18,id_5,1,0,0,0
boykin,1990-12-18,id_6,1,0,0,0
kelley,1990-12-18,id_28,1,0,0,0
corrigan,1990-12-18,id_8,1,0,0,0
laware,1990-12-18,id_31,1,0,0,0
mullins,1990-12-18,id_42,1,0,0,0
greenspan,1990-12-18,id_18,1,0,0,0
stern,1990-12-18,id_55,1,0,0,0
hoskins,1990-12-18,id_24,1,0,0,0
seger,1990-12-18,id_54,1,0,0,0
kelley,1991-02-06,id_28,1,0,0,0
angell,1991-02-06,id_0,1,0,0,0
laware,1991-02-06,id_31,1,0,0,0
greenspan,1991-02-06,id_18,1,0,0,0
corrigan,1991-02-06,id_8,1,0,0,0
keehn,1991-02-06,id_27,1,0,0,0
mullins,1991-02-06,id_42,1,0,0,0
seger,1991-02-06,id_54,1,0,0,0
parry,1991-02-06,id_45,1,0,0,0
forrestal,1991-02-06,id_15,1,0,0,0
black,1991-02-06,id_3,1,0,0,0
black,1991-03-26,id_3,1,0,0,0
forrestal,1991-03-26,id_15,1,0,0,0
mullins,1991-03-26,id_42,1,0,0,0
kelley,1991-03-26,id_28,1,0,0,0
angell,1991-03-26,id_0,1,0,0,0
laware,1991-03-26,id_31,1,0,0,0
parry,1991-03-26,id_45,1,0,0,0
keehn,1991-03-26,id_27,1,0,0,0
greenspan,1991-03-26,id_18,1,0,0,0
corrigan,1991-03-26,id_8,1,0,0,0
mullins,1991-05-14,id_42,1,0,0,0
black,1991-05-14,id_3,1,0,0,0
greenspan,1991-05-14,id_18,1,0,0,0
kelley,1991-05-14,id_28,1,0,0,0
keehn,1991-05-14,id_27,1,0,0,0
forrestal,1991-05-14,id_15,1,0,0,0
laware,1991-05-14,id_31,1,0,0,0
corrigan,1991-05-14,id_8,1,0,0,0
parry,1991-05-14,id_45,1,0,0,0
angell,1991-05-14,id_0,1,0,0,0
keehn,1991-07-03,id_27,1,0,0,0
parry,1991-07-03,id_45,1,0,0,0
forrestal,1991-07-03,id_15,1,0,0,0
black,1991-07-03,id_3,1,0,0,0
mullins,1991-07-03,id_42,1,0,0,0
angell,1991-07-03,id_0,1,0,0,0
laware,1991-07-03,id_31,1,0,0,0
greenspan,1991-07-03,id_18,1,0,0,0
corrigan,1991-07-03,id_8,1,0,0,0
kelley,1991-07-03,id_28,1,0,0,0
greenspan,1991-08-20,id_18,1,0,0,0
kelley,1991-08-20,id_28,1,0,0,0
parry,1991-08-20,id_45,1,0,0,0
keehn,1991-08-20,id_27,1,0,0,0
angell,1991-08-20,id_0,1,0,0,0
laware,1991-08-20,id_31,1,0,0,0
forrestal,1991-08-20,id_15,1,0,0,0
mullins,1991-08-20,id_42,1,0,0,0
corrigan,1991-08-20,id_8,1,0,0,0
black,1991-08-20,id_3,1,0,0,0
greenspan,1991-10-01,id_18,1,0,0,0
kelley,1991-10-01,id_28,1,0,0,0
forrestal,1991-10-01,id_15,1,0,0,0
angell,1991-10-01,id_0,1,0,0,0
parry,1991-10-01,id_45,1,0,0,0
corrigan,1991-10-01,id_8,1,0,0,0
keehn,1991-10-01,id_27,1,0,0,0
laware,1991-10-01,id_31,1,0,0,0
mullins,1991-10-01,id_42,1,0,0,0
black,1991-10-01,id_3,1,0,0,0
corrigan,1991-11-05,id_8,1,0,0,0
keehn,1991-11-05,id_27,1,0,0,0
black,1991-11-05,id_3,1,0,0,0
parry,1991-11-05,id_45,1,0,0,0
laware,1991-11-05,id_31,1,0,0,0
kelley,1991-11-05,id_28,1,0,1,0
angell,1991-11-05,id_0,1,0,1,0
greenspan,1991-11-05,id_18,1,0,0,0
mullins,1991-11-05,id_42,1,0,0,0
forrestal,1991-11-05,id_15,1,0,0,0
corrigan,1991-12-17,id_8,1,0,0,0
laware,1991-12-17,id_31,1,1,0,0
parry,1991-12-17,id_45,1,0,0,0
angell,1991-12-17,id_0,1,0,0,0
kelley,1991-12-17,id_28,1,0,0,0
greenspan,1991-12-17,id_18,1,0,0,0
mullins,1991-12-17,id_42,1,0,0,0
phillips,1991-12-17,id_46,1,0,0,0
forrestal,1991-12-17,id_15,1,0,0,0
lindsey,1991-12-17,id_33,1,0,0,0
keehn,1991-12-17,id_27,1,0,0,0
black,1991-12-17,id_3,1,0,0,0
hendricks,1992-02-05,id_22,1,0,0,0
greenspan,1992-02-05,id_18,1,0,0,0
melzer,1992-02-05,id_37,1,0,0,0
mullins,1992-02-05,id_42,1,0,0,0
kelley,1992-02-05,id_28,1,0,0,0
hoenig,1992-02-05,id_23,1,0,0,0
laware,1992-02-05,id_31,1,0,0,0
syron,1992-02-05,id_56,1,0,0,0
lindsey,1992-02-05,id_33,1,0,0,0
angell,1992-02-05,id_0,1,0,0,0
corrigan,1992-02-05,id_8,1,0,0,0
phillips,1992-02-05,id_46,1,0,0,0
lindsey,1992-03-31,id_33,1,0,0,0
corrigan,1992-03-31,id_8,1,0,0,0
greenspan,1992-03-31,id_18,1,0,0,0
angell,1992-03-31,id_0,1,0,0,0
melzer,1992-03-31,id_37,1,0,0,0
hoenig,1992-03-31,id_23,1,0,0,0
kelley,1992-03-31,id_28,1,0,0,0
mullins,1992-03-31,id_42,1,0,0,0
jordan,1992-03-31,id_26,1,0,0,0
syron,1992-03-31,id_56,1,0,0,0
laware,1992-03-31,id_31,1,0,0,0
phillips,1992-03-31,id_46,1,0,0,0
angell,1992-05-19,id_0,1,0,0,0
phillips,1992-05-19,id_46,1,0,0,0
kelley,1992-05-19,id_28,1,0,0,0
corrigan,1992-05-19,id_8,1,0,0,0
syron,1992-05-19,id_56,1,0,0,0
greenspan,1992-05-19,id_18,1,0,0,0
hoenig,1992-05-19,id_23,1,0,0,0
laware,1992-05-19,id_31,1,0,0,0
mullins,1992-05-19,id_42,1,0,0,0
lindsey,1992-05-19,id_33,1,0,0,0
jordan,1992-05-19,id_26,1,0,0,0
melzer,1992-05-19,id_37,1,0,0,0
mullins,1992-07-01,id_42,1,0,0,0
lindsey,1992-07-01,id_33,1,0,0,0
angell,1992-07-01,id_0,1,0,0,0
hoenig,1992-07-01,id_23,1,0,0,0
phillips,1992-07-01,id_46,1,0,0,0
corrigan,1992-07-01,id_8,1,0,0,0
jordan,1992-07-01,id_26,1,0,0,0
syron,1992-07-01,id_56,1,0,0,0
melzer,1992-07-01,id_37,1,1,0,0
greenspan,1992-07-01,id_18,1,0,0,0
laware,1992-07-01,id_31,1,1,0,0
kelley,1992-07-01,id_28,1,0,0,0
melzer,1992-08-18,id_37,1,1,0,0
syron,1992-08-18,id_56,1,0,0,0
lindsey,1992-08-18,id_33,1,0,0,0
phillips,1992-08-18,id_46,1,0,0,0
hoenig,1992-08-18,id_23,1,0,0,0
corrigan,1992-08-18,id_8,1,0,0,0
jordan,1992-08-18,id_26,1,0,0,0
angell,1992-08-18,id_0,1,0,0,0
kelley,1992-08-18,id_28,1,0,0,0
mullins,1992-08-18,id_42,1,0,0,0
greenspan,1992-08-18,id_18,1,0,0,0
laware,1992-08-18,id_31,1,1,0,0
greenspan,1992-10-06,id_18,1,0,0,0
laware,1992-10-06,id_31,1,1,0,0
corrigan,1992-10-06,id_8,1,0,0,0
mullins,1992-10-06,id_42,1,0,0,0
melzer,1992-10-06,id_37,1,1,0,0
syron,1992-10-06,id_56,1,0,0,0
angell,1992-10-06,id_0,1,0,0,0
jordan,1992-10-06,id_26,1,0,0,1
phillips,1992-10-06,id_46,1,0,0,0
hoenig,1992-10-06,id_23,1,0,0,0
kelley,1992-10-06,id_28,1,0,0,0
lindsey,1992-10-06,id_33,1,0,0,1
mullins,1992-11-17,id_42,1,0,0,0
lindsey,1992-11-17,id_33,1,0,0,0
jordan,1992-11-17,id_26,1,0,0,1
syron,1992-11-17,id_56,1,0,0,0
greenspan,1992-11-17,id_18,1,0,0,0
hoenig,1992-11-17,id_23,1,0,0,0
melzer,1992-11-17,id_37,1,1,0,0
kelley,1992-11-17,id_28,1,0,0,0
angell,1992-11-17,id_0,1,0,0,0
phillips,1992-11-17,id_46,1,0,0,0
corrigan,1992-11-17,id_8,1,0,0,0
laware,1992-11-17,id_31,1,1,0,0
jordan,1992-12-22,id_26,1,0,0,0
hoenig,1992-12-22,id_23,1,0,0,0
phillips,1992-12-22,id_46,1,0,0,0
laware,1992-12-22,id_31,1,0,0,0
corrigan,1992-12-22,id_8,1,0,0,0
angell,1992-12-22,id_0,1,0,0,0
kelley,1992-12-22,id_28,1,0,0,0
melzer,1992-12-22,id_37,1,0,0,0
lindsey,1992-12-22,id_33,1,0,0,0
mullins,1992-12-22,id_42,1,0,0,0
syron,1992-12-22,id_56,1,0,0,0
greenspan,1992-12-22,id_18,1,0,0,0
angell,1993-02-03,id_0,1,0,0,0
kelley,1993-02-03,id_28,1,0,0,0
boehne,1993-02-03,id_5,1,0,0,0
laware,1993-02-03,id_31,1,0,0,0
greenspan,1993-02-03,id_18,1,0,0,0
mullins,1993-02-03,id_42,1,0,0,0
keehn,1993-02-03,id_27,1,0,0,0
lindsey,1993-02-03,id_33,1,0,0,0
mcteer,1993-02-03,id_36,1,0,0,0
phillips,1993-02-03,id_46,1,0,0,0
corrigan,1993-02-03,id_8,1,0,0,0
stern,1993-02-03,id_55,1,0,0,0
laware,1993-03-23,id_31,1,0,0,0
corrigan,1993-03-23,id_8,1,0,0,0
mullins,1993-03-23,id_42,1,0,0,0
boehne,1993-03-23,id_5,1,0,0,0
phillips,1993-03-23,id_46,1,0,0,0
lindsey,1993-03-23,id_33,1,0,1,0
